temperature,humidity,label,soil_moisture,temp_humidity,temp_moisture,humidity_moisture,temperature_squared,humidity_squared,soil_moisture_squared,mean_all,std_all
20.87974371,82.00274423,rice,30.2610454290682,1712.1962830390814,631.842872955611,2481.4887684522905,435.96369739528456,6724.450061250799,915.7308704601295,44.381177789689396,32.91715208752235
21.77046169,80.31964408,rice,41.9172395784969,1748.5957343980754,912.5576583942185,3366.77776376096,473.95300219575773,6451.24522513788,1757.0549738811067,48.002448449498964,29.745151115554336
23.00445915,82.3207629,rice,24.6885977136242,1893.7446273298856,567.9478375738513,2032.38419871674,529.2051407840187,6776.708004438017,609.5268570651701,43.33793992120807,33.77061512946193
26.49109635,80.15836264,rice,41.8717562894974,2123.4829079544807,1109.228730208794,3356.3714250272337,701.7781858249833,6425.3631011257485,1753.2439747670649,49.50707175983246,27.636342006660293
20.13017482,81.60487287,rice,35.4400646786657,1642.720357036975,713.4146976136477,2892.0819726070918,405.22393828376204,6659.355276128861,1255.998184428008,45.72503745622189,32.00187688028582
23.05804872,83.37011772,rice,41.9332028057538,1922.352236179895,966.8978332807118,3495.9760542923286,531.6736107738935,6950.576528646658,1758.3934975484785,49.4537897485846,30.85135066311843
22.70883798,82.63941394,rice,28.9478269232126,1876.6450619256132,657.3715114723168,2392.2314517708423,515.6913224018904,6829.272736346666,837.9766835762722,44.7653596144042,32.94790189150166
20.27774362,82.89408619,rice,43.7743087303327,1680.9050273750024,887.6442095764141,3628.631320799868,411.18688631845066,6871.429525275148,1916.1901048184816,48.9820461801109,31.631344995435544
24.51588066,83.5352163,rice,23.2538260336213,2047.9393937180869,570.088023928661,1942.5133875211266,601.028404535362,6978.132362287786,540.7404252019238,43.76830766454043,34.444933768055535
23.22397386,83.03322691,rice,14.8931435746436,1928.3614912692885,345.87797707075,1236.6257698365905,539.3529618499633,6894.516771087548,221.80572553494795,40.3834481148812,37.169926106535065
26.52723513,81.41753846,rice,11.6993016569153,2159.782186434238,310.35012590979073,952.5283426070431,703.6942036423062,6628.8155688855795,136.87365925950107,39.88135841563844,36.72747734705954
23.97898217,81.45061596,rice,44.8989811943372,1953.1028678403572,1076.631869510177,3657.0496742552214,574.9915859091778,6634.202840263406,2015.9185122894457,50.10952644144573,29.087961581246823
26.80079604,80.88684822,rice,48.1690426177001,2167.831921462657,1290.9686866390482,3896.2420391206197,718.2826683776798,6542.682214965318,2320.2566667058086,51.952228959233366,27.240771543322587
24.01497622,82.05687182,rice,36.0525805375288,1970.5938254448881,865.801864278389,2958.361979948227,576.7190828471655,6733.33021288391,1299.7885634150002,47.37480952584293,30.63266333765627
25.66585205,80.66385045,rice,21.5813630518253,2070.306451433026,553.9040711254846,1740.8358417195916,658.7359614524893,6506.656769419965,465.7552311746902,42.63702185060843,32.99546230301495
24.28209415,80.30025587,rice,48.4672153449129,1949.8583733044302,1176.8854861934997,3891.9297935028962,589.6200963094642,6448.131092787469,2349.0709632901608,51.016521788304296,28.095957594087377
21.58711777,82.7883708,rice,29.6231775635339,1787.1623104460289,639.479022785628,2452.454608404085,466.0036536158497,6853.914339718292,877.5326489606583,44.6662220445113,33.25835584560697
23.79391957,80.41817957,rice,21.5406935843534,1913.4636966543974,512.5375306281197,1732.2633647288787,566.150608503629,6467.083605352766,464.00148009500367,41.91759757478447,33.36151026727259
21.8652524,80.1923008,rice,14.6465155388422,1753.4248975287219,320.2497590373067,1174.5377797627077,478.08926251570574,6430.80510759768,214.52041742954603,38.901356246280734,35.94070279044914
23.57943626,83.58760316,rice,46.8314225563269,1970.9485608373948,1104.2585431320365,3914.526364056526,555.9898143394029,6986.8874020336425,2193.182138649244,51.33282065877563,30.25627145456146
21.32504158,80.47476396,rice,39.0546575483617,1716.1276875876856,832.8421961114742,3142.9143477430407,454.7573983887289,6476.187634417715,1525.2662762198058,46.95148769612057,30.355269051594377
25.15745531,83.11713476,rice,40.0416439391897,2091.0156032199475,1007.3458679390972,3328.1467153055673,632.8975576746471,6908.458090712,1603.333249352847,49.43874466972991,30.10083449161547
21.94766735,80.97384195,rice,17.0087708231429,1777.1869471700752,373.30284405872607,1377.2655203969446,481.700102106256,6556.763080143579,289.2982849141972,39.97676004104763,35.590289666041805
21.0525355,82.67839517,rice,28.4836833870494,1740.5898493994537,599.6537556766177,2354.9852309716343,443.2092509787603,6835.71702788668,811.320219293674,44.071538019016465,33.64034117004665
23.48381344,81.33265073,rice,31.4323687385111,1910.0007963239996,738.1518834324828,2556.477868225894,551.4894936847246,6615.000074768169,987.99380451373,45.416277636170356,31.357363967571462
